roi_i,roi_j,tval,p_unc,p_fdr,significant,yeo7_i,yeo7_i_name,yeo17_i,yeo17_i_name,yeo7_j,yeo7_j_name,yeo17_j,yeo17_j_name,HO_i_name,HO_j_name,HO_pair,yeo7_pair,yeo7_kind,yeo17_pair,yeo17_kind
9,335,3.1280346,0.0018198419,0.040292215,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,1,Visual,1,Visual – Central,Left Insular Cortex,,Left Insular Cortex ↔ Unknown,Salience / Ventral Attention ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Central,inter
55,294,3.1279328,0.0018211805,0.040302623,True,1,Visual,5,Dorsal Attention – A,1,Visual,5,Dorsal Attention – A,,Right Lateral Occipital Cortex; superior division,Right Lateral Occipital Cortex; superior division ↔ Unknown,Visual ↔ Visual,intra,Dorsal Attention – A ↔ Dorsal Attention – A,intra
226,320,3.127784,0.0018201844,0.040292215,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Paracingulate Gyrus,Right Frontal Pole,Left Paracingulate Gyrus ↔ Right Frontal Pole,Frontoparietal Control ↔ Frontoparietal Control,intra,Frontoparietal Control – B ↔ Salience/Ventral Attention – B,inter
112,217,3.127085,0.001824215,0.040358126,True,5,Limbic,17,Temporo-Parietal,7,Default Mode,14,Default Mode – A,Left Temporal Pole,Left Angular Gyrus,Left Angular Gyrus ↔ Left Temporal Pole,Default Mode ↔ Limbic,inter,Default Mode – A ↔ Temporo-Parietal,inter
92,181,3.1265903,0.0018268329,0.040389754,True,1,Visual,2,Visual – Peripheral,3,Dorsal Attention,5,Dorsal Attention – A,Right Precuneous Cortex,Left Lateral Occipital Cortex; superior division,Left Lateral Occipital Cortex; superior division ↔ Right Precuneous Cortex,Dorsal Attention ↔ Visual,inter,Dorsal Attention – A ↔ Visual – Peripheral,inter
57,288,3.1253045,0.0018382639,0.0405402,True,7,Default Mode,17,Temporo-Parietal,5,Limbic,9,Limbic – A,Left Middle Temporal Gyrus; posterior division,Right Temporal Pole,Left Middle Temporal Gyrus; posterior division ↔ Right Temporal Pole,Default Mode ↔ Limbic,inter,Limbic – A ↔ Temporo-Parietal,inter
10,122,3.1245782,0.0018394323,0.040542632,True,2,Somatomotor,4,Somatomotor – B,1,Visual,2,Visual – Peripheral,Left Heschl's Gyrus (includes H1 and H2),Left Intracalcarine Cortex,Left Heschl's Gyrus (includes H1 and H2) ↔ Left Intracalcarine Cortex,Somatomotor ↔ Visual,inter,Somatomotor – B ↔ Visual – Peripheral,inter
156,245,3.1245725,0.0018412828,0.040560663,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,0,Unknown,0,Unknown,Left Paracingulate Gyrus,Right Thalamus,Left Paracingulate Gyrus ↔ Right Thalamus,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – B ↔ Unknown,inter
45,292,3.124512,0.0018413089,0.040560663,True,5,Limbic,9,Limbic – A,0,Unknown,0,Unknown,Left Temporal Fusiform Cortex; anterior division,Left Putamen,Left Putamen ↔ Left Temporal Fusiform Cortex; anterior division,Limbic ↔ Unknown,inter,Limbic – A ↔ Unknown,inter
227,339,3.1241355,0.0018452009,0.040611375,True,1,Visual,1,Visual – Central,0,Unknown,0,Unknown,,Left Putamen,Left Putamen ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
20,133,3.1233542,0.001847778,0.04063481,True,2,Somatomotor,3,Somatomotor – A,7,Default Mode,17,Temporo-Parietal,Left Cingulate Gyrus; posterior division,Right Inferior Frontal Gyrus; pars triangularis,Left Cingulate Gyrus; posterior division ↔ Right Inferior Frontal Gyrus; pars triangularis,Default Mode ↔ Somatomotor,inter,Somatomotor – A ↔ Temporo-Parietal,inter
268,339,3.1231637,0.0018493808,0.04064513,True,1,Visual,2,Visual – Peripheral,0,Unknown,0,Unknown,Left Thalamus,Left Putamen,Left Putamen ↔ Left Thalamus,Unknown ↔ Visual,inter,Unknown ↔ Visual – Peripheral,inter
191,283,3.1227345,0.0018509283,0.040655702,True,3,Dorsal Attention,12,Frontoparietal Control – B,7,Default Mode,16,Default Mode – C,Right Inferior Frontal Gyrus; pars opercularis,Left Paracingulate Gyrus,Left Paracingulate Gyrus ↔ Right Inferior Frontal Gyrus; pars opercularis,Default Mode ↔ Dorsal Attention,inter,Default Mode – C ↔ Frontoparietal Control – B,inter
251,383,3.1220741,0.001855011,0.04070188,True,6,Frontoparietal Control,12,Frontoparietal Control – B,7,Default Mode,14,Default Mode – A,Left Middle Temporal Gyrus; temporooccipital part,Right Superior Temporal Gyrus; posterior division,Left Middle Temporal Gyrus; temporooccipital part ↔ Right Superior Temporal Gyrus; posterior division,Default Mode ↔ Frontoparietal Control,inter,Default Mode – A ↔ Frontoparietal Control – B,inter
89,357,3.1218112,0.0018598627,0.040735193,True,6,Frontoparietal Control,13,Frontoparietal Control – C,0,Unknown,0,Unknown,Right Superior Frontal Gyrus,,Right Superior Frontal Gyrus ↔ Unknown,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – C ↔ Unknown,inter
76,226,3.1210172,0.0018631201,0.04075994,True,1,Visual,2,Visual – Peripheral,6,Frontoparietal Control,8,Salience/Ventral Attention – B,Right Lingual Gyrus,Left Paracingulate Gyrus,Left Paracingulate Gyrus ↔ Right Lingual Gyrus,Frontoparietal Control ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Peripheral,inter
100,384,3.1203363,0.0018671979,0.04080643,True,5,Limbic,10,Limbic – B,3,Dorsal Attention,5,Dorsal Attention – A,Right Subcallosal Cortex,,Right Subcallosal Cortex ↔ Unknown,Dorsal Attention ↔ Limbic,inter,Dorsal Attention – A ↔ Limbic – B,inter
52,189,3.1202805,0.0018680819,0.04081024,True,2,Somatomotor,14,Default Mode – A,7,Default Mode,16,Default Mode – C,Right Superior Temporal Gyrus; posterior division,Left Lateral Occipital Cortex; superior division,Left Lateral Occipital Cortex; superior division ↔ Right Superior Temporal Gyrus; posterior division,Default Mode ↔ Somatomotor,inter,Default Mode – A ↔ Default Mode – C,inter
174,275,3.1201732,0.001867375,0.04080643,True,3,Dorsal Attention,6,Dorsal Attention – B,3,Dorsal Attention,11,Frontoparietal Control – A,Right Superior Frontal Gyrus,Right Precuneous Cortex,Right Precuneous Cortex ↔ Right Superior Frontal Gyrus,Dorsal Attention ↔ Dorsal Attention,intra,Dorsal Attention – B ↔ Frontoparietal Control – A,inter
122,359,3.1196222,0.001871417,0.040826906,True,1,Visual,2,Visual – Peripheral,2,Somatomotor,3,Somatomotor – A,Left Intracalcarine Cortex,Right Postcentral Gyrus,Left Intracalcarine Cortex ↔ Right Postcentral Gyrus,Somatomotor ↔ Visual,inter,Somatomotor – A ↔ Visual – Peripheral,inter
34,49,3.1196175,0.0018704067,0.040826906,True,7,Default Mode,17,Temporo-Parietal,3,Dorsal Attention,6,Dorsal Attention – B,Right Temporal Pole,Left Postcentral Gyrus,Left Postcentral Gyrus ↔ Right Temporal Pole,Default Mode ↔ Dorsal Attention,inter,Dorsal Attention – B ↔ Temporo-Parietal,inter
188,232,3.1195934,0.0018715085,0.040826906,True,1,Visual,15,Default Mode – B,7,Default Mode,16,Default Mode – C,Left Temporal Fusiform Cortex; posterior division,Right Frontal Pole,Left Temporal Fusiform Cortex; posterior division ↔ Right Frontal Pole,Default Mode ↔ Visual,inter,Default Mode – B ↔ Default Mode – C,inter
113,316,3.119427,0.0018735824,0.040852774,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Left Superior Frontal Gyrus,Left Superior Frontal Gyrus ↔ Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Salience / Ventral Attention ↔ Salience / Ventral Attention,intra,Salience/Ventral Attention – A ↔ Salience/Ventral Attention – A,intra
233,267,3.11902,0.0018752418,0.040861823,True,0,Unknown,0,Unknown,1,Visual,15,Default Mode – B,Left Thalamus,Right Parahippocampal Gyrus; posterior division,Left Thalamus ↔ Right Parahippocampal Gyrus; posterior division,Unknown ↔ Visual,inter,Default Mode – B ↔ Unknown,inter
21,354,3.118302,0.0018781964,0.040902942,True,0,Unknown,0,Unknown,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Thalamus,Right Middle Frontal Gyrus,Left Thalamus ↔ Right Middle Frontal Gyrus,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – B ↔ Unknown,inter
180,197,3.1171448,0.0018867477,0.041042518,True,1,Visual,2,Visual – Peripheral,7,Default Mode,14,Default Mode – A,Right Lingual Gyrus,Left Superior Temporal Gyrus; posterior division,Left Superior Temporal Gyrus; posterior division ↔ Right Lingual Gyrus,Default Mode ↔ Visual,inter,Default Mode – A ↔ Visual – Peripheral,inter
154,289,3.1170926,0.0018858347,0.041042518,True,7,Default Mode,16,Default Mode – C,7,Default Mode,17,Temporo-Parietal,Left Superior Frontal Gyrus,Right Frontal Pole,Left Superior Frontal Gyrus ↔ Right Frontal Pole,Default Mode ↔ Default Mode,intra,Default Mode – C ↔ Temporo-Parietal,inter
281,337,3.1166584,0.0018933214,0.041115496,True,2,Somatomotor,3,Somatomotor – A,7,Default Mode,15,Default Mode – B,Right Precentral Gyrus,Left Hippocampus,Left Hippocampus ↔ Right Precentral Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – B ↔ Somatomotor – A,inter
231,317,3.1162374,0.0018914365,0.041115496,True,1,Visual,1,Visual – Central,2,Somatomotor,4,Somatomotor – B,Left Occipital Fusiform Gyrus,Right Central Opercular Cortex,Left Occipital Fusiform Gyrus ↔ Right Central Opercular Cortex,Somatomotor ↔ Visual,inter,Somatomotor – B ↔ Visual – Central,inter
184,320,3.1161737,0.0018920916,0.041115496,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,6,Frontoparietal Control,12,Frontoparietal Control – B,Right Cingulate Gyrus; anterior division,Right Frontal Pole,Right Cingulate Gyrus; anterior division ↔ Right Frontal Pole,Frontoparietal Control ↔ Salience / Ventral Attention,inter,Frontoparietal Control – B ↔ Salience/Ventral Attention – B,inter
156,212,3.1161354,0.0018932752,0.041115496,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,Left Paracingulate Gyrus,Right Frontal Pole,Left Paracingulate Gyrus ↔ Right Frontal Pole,Salience / Ventral Attention ↔ Salience / Ventral Attention,intra,Salience/Ventral Attention – B ↔ Salience/Ventral Attention – B,intra
133,348,3.1155248,0.0018980439,0.041171383,True,7,Default Mode,17,Temporo-Parietal,1,Visual,2,Visual – Peripheral,Right Inferior Frontal Gyrus; pars triangularis,Right Lingual Gyrus,Right Inferior Frontal Gyrus; pars triangularis ↔ Right Lingual Gyrus,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Peripheral,inter
33,220,3.1155183,0.0018990235,0.041180976,True,0,Unknown,0,Unknown,2,Somatomotor,3,Somatomotor – A,Unknown,Right Postcentral Gyrus,Right Postcentral Gyrus ↔ Unknown,Somatomotor ↔ Unknown,inter,Somatomotor – A ↔ Unknown,inter
12,193,3.114411,0.0019059891,0.04125179,True,5,Limbic,9,Limbic – A,7,Default Mode,16,Default Mode – C,Right Amygdala,Left Precuneous Cortex,Left Precuneous Cortex ↔ Right Amygdala,Default Mode ↔ Limbic,inter,Default Mode – C ↔ Limbic – A,inter
280,287,3.1143608,0.0019046346,0.04125179,True,7,Default Mode,17,Temporo-Parietal,3,Dorsal Attention,5,Dorsal Attention – A,Left Middle Temporal Gyrus; posterior division,Right Lateral Occipital Cortex; superior division,Left Middle Temporal Gyrus; posterior division ↔ Right Lateral Occipital Cortex; superior division,Default Mode ↔ Dorsal Attention,inter,Dorsal Attention – A ↔ Temporo-Parietal,inter
238,246,3.1140814,0.0019078144,0.041269027,True,0,Unknown,0,Unknown,4,Salience / Ventral Attention,4,Somatomotor – B,Left Amygdala,Right Insular Cortex,Left Amygdala ↔ Right Insular Cortex,Salience / Ventral Attention ↔ Unknown,inter,Somatomotor – B ↔ Unknown,inter
21,45,3.1136658,0.0019079305,0.041269027,True,0,Unknown,0,Unknown,5,Limbic,9,Limbic – A,Left Thalamus,Left Temporal Fusiform Cortex; anterior division,Left Temporal Fusiform Cortex; anterior division ↔ Left Thalamus,Limbic ↔ Unknown,inter,Limbic – A ↔ Unknown,inter
92,106,3.113478,0.0019101108,0.041286256,True,1,Visual,2,Visual – Peripheral,6,Frontoparietal Control,13,Frontoparietal Control – C,Right Precuneous Cortex,Left Frontal Pole,Left Frontal Pole ↔ Right Precuneous Cortex,Frontoparietal Control ↔ Visual,inter,Frontoparietal Control – C ↔ Visual – Peripheral,inter
215,230,3.113207,0.0019107639,0.041286256,True,7,Default Mode,13,Frontoparietal Control – C,0,Unknown,0,Unknown,Left Middle Frontal Gyrus,,Left Middle Frontal Gyrus ↔ Unknown,Default Mode ↔ Unknown,inter,Frontoparietal Control – C ↔ Unknown,inter
53,153,3.1127608,0.0019147804,0.04135523,True,7,Default Mode,17,Temporo-Parietal,6,Frontoparietal Control,13,Frontoparietal Control – C,Right Superior Frontal Gyrus,Right Middle Frontal Gyrus,Right Middle Frontal Gyrus ↔ Right Superior Frontal Gyrus,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – C ↔ Temporo-Parietal,inter
268,325,3.1126225,0.001916434,0.041371223,True,1,Visual,2,Visual – Peripheral,7,Default Mode,16,Default Mode – C,Left Thalamus,Right Paracingulate Gyrus,Left Thalamus ↔ Right Paracingulate Gyrus,Default Mode ↔ Visual,inter,Default Mode – C ↔ Visual – Peripheral,inter
195,280,3.1122737,0.0019184079,0.041390516,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,,Left Middle Temporal Gyrus; posterior division,Left Middle Temporal Gyrus; posterior division ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
1,360,3.112093,0.0019182862,0.041390516,True,1,Visual,2,Visual – Peripheral,3,Dorsal Attention,6,Dorsal Attention – B,Left Lingual Gyrus,Left Superior Parietal Lobule,Left Lingual Gyrus ↔ Left Superior Parietal Lobule,Dorsal Attention ↔ Visual,inter,Dorsal Attention – B ↔ Visual – Peripheral,inter
247,297,3.1116788,0.0019207994,0.041417353,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,,Left Frontal Pole,Left Frontal Pole ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
174,226,3.1116216,0.0019212994,0.041417353,True,3,Dorsal Attention,6,Dorsal Attention – B,6,Frontoparietal Control,8,Salience/Ventral Attention – B,Right Superior Frontal Gyrus,Left Paracingulate Gyrus,Left Paracingulate Gyrus ↔ Right Superior Frontal Gyrus,Dorsal Attention ↔ Frontoparietal Control,inter,Dorsal Attention – B ↔ Salience/Ventral Attention – B,inter
22,47,3.1106067,0.0019294355,0.041534893,True,2,Somatomotor,4,Somatomotor – B,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Central Opercular Cortex,Right Cingulate Gyrus; anterior division,Right Central Opercular Cortex ↔ Right Cingulate Gyrus; anterior division,Salience / Ventral Attention ↔ Somatomotor,inter,Salience/Ventral Attention – A ↔ Somatomotor – B,inter
292,299,3.110557,0.0019293253,0.041534893,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,Left Putamen,Right Hippocampus,Left Putamen ↔ Right Hippocampus,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
57,100,3.1104107,0.0019333247,0.041583575,True,7,Default Mode,17,Temporo-Parietal,5,Limbic,10,Limbic – B,Left Middle Temporal Gyrus; posterior division,Right Subcallosal Cortex,Left Middle Temporal Gyrus; posterior division ↔ Right Subcallosal Cortex,Default Mode ↔ Limbic,inter,Limbic – B ↔ Temporo-Parietal,inter
188,246,3.110101,0.001932897,0.041583575,True,1,Visual,15,Default Mode – B,4,Salience / Ventral Attention,4,Somatomotor – B,Left Temporal Fusiform Cortex; posterior division,Right Insular Cortex,Left Temporal Fusiform Cortex; posterior division ↔ Right Insular Cortex,Salience / Ventral Attention ↔ Visual,inter,Default Mode – B ↔ Somatomotor – B,inter
175,220,3.1094627,0.0019362888,0.04161229,True,1,Visual,1,Visual – Central,2,Somatomotor,3,Somatomotor – A,,Right Postcentral Gyrus,Right Postcentral Gyrus ↔ Unknown,Somatomotor ↔ Visual,inter,Somatomotor – A ↔ Visual – Central,inter
210,359,3.1090076,0.00194016,0.041683797,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,2,Somatomotor,3,Somatomotor – A,Left Precentral Gyrus,Right Postcentral Gyrus,Left Precentral Gyrus ↔ Right Postcentral Gyrus,Salience / Ventral Attention ↔ Somatomotor,inter,Salience/Ventral Attention – A ↔ Somatomotor – A,inter
350,384,3.1084828,0.0019434104,0.0416982,True,1,Visual,2,Visual – Peripheral,3,Dorsal Attention,5,Dorsal Attention – A,,,Unknown ↔ Unknown,Dorsal Attention ↔ Visual,inter,Dorsal Attention – A ↔ Visual – Peripheral,inter
182,279,3.1081069,0.0019443978,0.0417019,True,5,Limbic,9,Limbic – A,6,Frontoparietal Control,13,Frontoparietal Control – C,Left Temporal Pole,Left Middle Frontal Gyrus,Left Middle Frontal Gyrus ↔ Left Temporal Pole,Frontoparietal Control ↔ Limbic,inter,Frontoparietal Control – C ↔ Limbic – A,inter
22,116,3.1080995,0.0019448118,0.0417019,True,2,Somatomotor,4,Somatomotor – B,7,Default Mode,17,Temporo-Parietal,Right Central Opercular Cortex,Right Frontal Pole,Right Central Opercular Cortex ↔ Right Frontal Pole,Default Mode ↔ Somatomotor,inter,Somatomotor – B ↔ Temporo-Parietal,inter
235,359,3.1080306,0.0019457479,0.041710306,True,7,Default Mode,17,Temporo-Parietal,2,Somatomotor,3,Somatomotor – A,Left Frontal Pole,Right Postcentral Gyrus,Left Frontal Pole ↔ Right Postcentral Gyrus,Default Mode ↔ Somatomotor,inter,Somatomotor – A ↔ Temporo-Parietal,inter
242,291,3.107474,0.0019510324,0.041753512,True,1,Visual,2,Visual – Peripheral,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Unknown,Salience / Ventral Attention ↔ Visual,inter,Salience/Ventral Attention – A ↔ Visual – Peripheral,inter
